Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039882828BR;220402HKUV5X01;;
;;;;2;Conj  Body Bebê Infantil Longo com Calça Canelado;Branco,M (3 a 6 meses);206;206;1;R$ 18.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039886011BR;220403JJDGFBYD;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;BRANCO,M (3 a 6 meses);516;516;1;R$ 49.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039872216BR;220403JRAHNMX5;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Conj  Body Bebê Infantil Longo com Calça Canelado;Azul,GG (9 a 12 meses);206;206;2;R$ 18.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039872233BR;220403JRFC4PSQ;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;AZUL,RN (Recém Nascido);516;516;1;R$ 49.99
;;;;2;Macacão Bebê Soft Pintinho Amarelinho com Capuz e Pézinho;Branco,RN (Recém Nascido);515;515;1;R$ 49.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039895778BR;220403JRWDAQNY;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;BRANCO,P (0 a 3 meses);516;516;1;R$ 49.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039856920BR;220403JS2JXN5S;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Conj Body com Calça Pijama Canelado Liso Longo;Azul,G (6 a 9 meses);206;206;1;R$ 18.99
;;;;2;Conj Body com Calça Pijama Canelado Liso Longo;Branco,G (6 a 9 meses);206;206;1;R$ 18.99
;;;;3;Conj Body com Calça Pijama Canelado Liso Longo;Verde,G (6 a 9 meses);206;206;1;R$ 18.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039868208BR;220403JSJ097C5;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;BRANCO,RN (Recém Nascido);516;516;1;R$ 49.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039872220BR;220403JW0U0KE9;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Calça Bebê Infantil Canelado;Azul,G ( 6 a 9 meses);9;;1;R$ 8.99
;;;;2;Conj  Body Bebê Infantil Longo com Calça Canelado;Azul,GG (9 a 12 meses);206;206;1;R$ 18.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
OT685236108BR;220403JWBHBFMN;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Conj Body Pijama e Calça Liso Longo TAM 1/2/3 Anos;Rosa,2 Anos;186;186;1;R$ 28.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039856916BR;220403K19GAGS6;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Conj  Body Bebê Infantil Longo com Calça Canelado;Branco,RN (Recém Nascido);206;206;2;R$ 18.99
;;;;2;Conj  Body Bebê Infantil Longo com Calça Canelado;Rosa,RN (Recém Nascido);206;206;1;R$ 18.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039895781BR;220403K5355R2J;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Conj  Body Bebê Infantil Longo com Calça Canelado;Azul,P (0 a 3 meses);206;206;1;R$ 18.99
;;;;2;Conj  Body Bebê Infantil Longo com Calça Canelado;Verde,P (0 a 3 meses);206;206;1;R$ 18.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039890356BR;220403KWSWYPV0;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Conjunto Blusa com Calça Pijama Canelado Liso Longo;Rosa,M (3 a 6 meses);101;101;1;R$ 17.99
;;;;2;Conjunto Blusa com Calça Pijama Canelado Liso Longo;Branco,M (3 a 6 meses);101;101;1;R$ 17.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039856933BR;220403M2A00YT4;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Conj  Body Bebê Infantil Longo com Calça Canelado;Verde,M (3 a 6 meses);206;206;1;R$ 18.99
;;;;2;Conj  Body Bebê Infantil Longo com Calça Canelado;Branco,M (3 a 6 meses);206;206;1;R$ 18.99
;;;;3;Conj  Body Bebê Infantil Longo com Calça Canelado;Azul,M (3 a 6 meses);206;206;1;R$ 18.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039862307BR;220403M2VAJM85;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;BRANCO,P (0 a 3 meses);516;516;1;R$ 49.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039882814BR;220403M3DD90EE;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Conj  Body Bebê Infantil Longo com Calça Canelado;Branco,G (6 a 9 meses);206;206;1;R$ 18.99
;;;;2;Conj  Body Bebê Infantil Longo com Calça Canelado;Branco,M (3 a 6 meses);206;206;1;R$ 18.99

Número de rastreamento;ID do pedido;Observação do comprador;Nota
QJ039885957BR;220403M9WKNNYV;;
;;;;ID;Nome do produto;Variação;SKU;SKU Principal;Quantidade;Preço
;;;;1;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;BRANCO,P (0 a 3 meses);516;516;1;R$ 49.99

;;;;;;;;;;;;Nome do produto;SKU;Variação;Quantidade;Preço
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Branco,RN (Recém Nascido);3,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Verde,RN (Recém Nascido);2,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Azul,RN (Recém Nascido);1,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Branco,P (0 a 3 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Branco,M (3 a 6 meses);3,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Azul,GG (9 a 12 meses);3,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Rosa,RN (Recém Nascido);1,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Azul,P (0 a 3 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Verde,P (0 a 3 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Verde,M (3 a 6 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Azul,M (3 a 6 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Conj  Body Bebê Infantil Longo com Calça Canelado;206;Branco,G (6 a 9 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;516;BRANCO,RN (Recém Nascido);3,000000;R$ 49.99
;;;;;;;;;;;;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;516;BRANCO,P (0 a 3 meses);4,000000;R$ 49.99
;;;;;;;;;;;;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;516;ROSA,P (0 a 3 meses);1,000000;R$ 49.99
;;;;;;;;;;;;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;516;BRANCO,GG (9 a 12 meses);1,000000;R$ 49.99
;;;;;;;;;;;;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;516;ROSA,G (6 a 9 meses);1,000000;R$ 49.99
;;;;;;;;;;;;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;516;BRANCO,M (3 a 6 meses);1,000000;R$ 49.99
;;;;;;;;;;;;Macacão Soft Bebê Longo Urso com Orelhinha e Pézinho;516;AZUL,RN (Recém Nascido);1,000000;R$ 49.99
;;;;;;;;;;;;Conj Body com Calça Pijama Canelado Liso Longo;206;Rosa,P (0 a 3 meses);2,000000;R$ 18.99
;;;;;;;;;;;;Conj Body com Calça Pijama Canelado Liso Longo;206;Verde,P (0 a 3 meses);2,000000;R$ 18.99
;;;;;;;;;;;;Conj Body com Calça Pijama Canelado Liso Longo;206;Branco,P (0 a 3 meses);2,000000;R$ 18.99
;;;;;;;;;;;;Conj Body com Calça Pijama Canelado Liso Longo;206;Rosa,RN (Recém Nascido);1,000000;R$ 18.99
;;;;;;;;;;;;Conj Body com Calça Pijama Canelado Liso Longo;206;Amarelo,RN (Recém Nascido);1,000000;R$ 18.99
;;;;;;;;;;;;Conj Body com Calça Pijama Canelado Liso Longo;206;Azul,G (6 a 9 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Conj Body com Calça Pijama Canelado Liso Longo;206;Branco,G (6 a 9 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Conj Body com Calça Pijama Canelado Liso Longo;206;Verde,G (6 a 9 meses);1,000000;R$ 18.99
;;;;;;;;;;;;Macacão Bebê Soft Pintinho Amarelinho com Capuz e Pézinho;515;Branco,P (0 a 3 meses);1,000000;R$ 49.99
;;;;;;;;;;;;Macacão Bebê Soft Pintinho Amarelinho com Capuz e Pézinho;515;Branco,RN (Recém Nascido);1,000000;R$ 49.99
;;;;;;;;;;;;Conjunto Blusa com Calça Pijama Canelado Liso Longo;101;Branco,RN (Recém Nascido);1,000000;R$ 17.99
;;;;;;;;;;;;Conjunto Blusa com Calça Pijama Canelado Liso Longo;101;Rosa,M (3 a 6 meses);1,000000;R$ 17.99
;;;;;;;;;;;;Conjunto Blusa com Calça Pijama Canelado Liso Longo;101;Branco,M (3 a 6 meses);1,000000;R$ 17.99
;;;;;;;;;;;;Body Canelado Liso Longo;109;ROSA,M;1,000000;R$ 10.99
;;;;;;;;;;;;Roupa Bebê Infantil Body Estampado Curto de Ribana Mescla Black Friday;274;Esse é Meu Garoto,M (3 a 6 meses);2,000000;R$ 15.99
;;;;;;;;;;;;Calça Bebê Infantil Canelado;6;Azul,3 Anos;2,000000;R$ 10.99
;;;;;;;;;;;;Calça Bebê Infantil Canelado;9;Azul,G ( 6 a 9 meses);1,000000;R$ 8.99
;;;;;;;;;;;;Conj Body Infantil e Calça Tamanho 1/2/3 Anos;186;Verde,3 Anos;2,000000;R$ 28.99
;;;;;;;;;;;;Conj Body Pijama e Calça Liso Longo TAM 1/2/3 Anos;186;Rosa,2 Anos;1,000000;R$ 28.99
